"year","code_industry","industry","aggregate","value"
2000,"324","Petroleum and coal products","Total Industry Output",233000
2000,"325","Chemical products","Total Industry Output",454762
2000,"326","Plastics and rubber products","Total Industry Output",179073
2000,"42","Wholesale trade","Total Industry Output",880512
2000,"44RT","Retail trade","Total Industry Output",1000015
2000,"481","Air transportation","Total Industry Output",133957
2000,"482","Rail transportation","Total Industry Output",39260
2000,"483","Water transportation","Total Industry Output",27174
2000,"484","Truck transportation","Total Industry Output",198499
2000,"485","Transit and ground passenger transportation","Total Industry Output",26031
2000,"486","Pipeline transportation","Total Industry Output",23217
2000,"487OS","Other transportation and support activities","Total Industry Output",118078
2000,"493","Warehousing and storage","Total Industry Output",33818
2000,"512","Theaters, motion pictures, and sound recording","Total Industry Output",115324
2000,"513","Broadcasting and telecommunications","Total Industry Output",563064
2000,"51C54","Computer, data processing, internet publishing, and other information services","Total Industry Output",281413
2000,"521CI","Federal Reserve banks, credit intermediation, and related activities","Total Industry Output",527952
2000,"523O","Securities, commodity contracts, investments, funds, trusts, and other financial vehicles","Total Industry Output",447079
2000,"524","Insurance carriers and related activities","Total Industry Output",420326
2000,"531","Real estate","Total Industry Output",1524204
2000,"532RL","Rental and leasing services and lessors of intangible assets","Total Industry Output",210139
2000,"5411","Legal services","Total Industry Output",187737
2000,"5412OP","Miscellaneous professional, scientific, and technical services","Total Industry Output",675455
2000,"55","Management of companies and public relations","Total Industry Output",260205
2000,"56","Administrative, support, and other business services","Total Industry Output",475888
2000,"61","Educational services","Total Industry Output",141663
2000,"621","Ambulatory health care services","Total Industry Output",452422
2000,"622HO","Hospitals and nursing and residential care facilities","Total Industry Output",432870
2000,"624","Social assistance","Total Industry Output",83129
2000,"71","All recreation industries","Total Industry Output",151457
2000,"721","Accomodation","Total Industry Output",150320
2000,"722","Food services and drinking places","Total Industry Output",368399
2000,"81","Other services, except government","Total Industry Output",425687
2000,"G","All government","Total Industry Output",1951052
2001,"111CA","Farms","Total Intermediate",133306
2001,"113FF","Forestry, fishing, and related activities","Total Intermediate",17279
2001,"211","Oil and gas extraction","Total Intermediate",66196
2001,"212","Mining, except oil and gas","Total Intermediate",27038
2001,"23","Construction","Total Intermediate",479867
2001,"22","Utilities","Total Intermediate",265245
2001,"321","Wood products","Total Intermediate",60268
2001,"327","Nonmetallic mineral products","Total Intermediate",53143
2001,"331","Primary metals","Total Intermediate",96711
2001,"332","Fabricated metal products","Total Intermediate",141589
2001,"333","Machinery","Total Intermediate",159534
2001,"334","Computer and electronic products","Total Intermediate",289259
2001,"335","Electrical equipment, appliances, and components","Total Intermediate",66049
2001,"3361MV","Motor vehicles, bodies and trailers, and parts","Total Intermediate",335912
2001,"3364OT","Other transportation equipment","Total Intermediate",104473
2001,"337","Furniture and related products","Total Intermediate",41879
2001,"339","Miscellaneous manufacturing","Total Intermediate",61402
2001,"311FT","Food and beverage and tobacco products","Total Intermediate",402178
2001,"313TT","Textile mills and textile product mills","Total Intermediate",51771
2001,"315AL","Apparel and leather and allied products","Total Intermediate",39299
2001,"322","Paper products","Total Intermediate",101493
2001,"323PPI","Printing, publishing, and related","Total Intermediate",211911
2001,"324","Petroleum and coal products","Total Intermediate",149740
2001,"325","Chemical products","Total Intermediate",252994
2001,"326","Plastics and rubber products","Total Intermediate",106867
2001,"42","Wholesale trade","Total Intermediate",247638
2001,"44RT","Retail trade","Total Intermediate",282870
2001,"481","Air transportation","Total Intermediate",69086
2001,"482","Rail transportation","Total Intermediate",16518
2001,"483","Water transportation","Total Intermediate",18607
2001,"484","Truck transportation","Total Intermediate",102117
2001,"485","Transit and ground passenger transportation","Total Intermediate",7795
2001,"486","Pipeline transportation","Total Intermediate",6632
2001,"487OS","Other transportation and support activities","Total Intermediate",52425
2001,"493","Warehousing and storage","Total Intermediate",10547
2001,"512","Theaters, motion pictures, and sound recording","Total Intermediate",56694
2001,"513","Broadcasting and telecommunications","Total Intermediate",299848
2001,"51C54","Computer, data processing, internet publishing, and other information services","Total Intermediate",116918
2001,"521CI","Federal Reserve banks, credit intermediation, and related activities","Total Intermediate",212557
2001,"523O","Securities, commodity contracts, investments, funds, trusts, and other financial vehicles","Total Intermediate",190832
2001,"524","Insurance carriers and related activities","Total Intermediate",177643
2001,"531","Real estate","Total Intermediate",442113
2001,"532RL","Rental and leasing services and lessors of intangible assets","Total Intermediate",61573
2001,"5411","Legal services","Total Intermediate",60052
2001,"5412OP","Miscellaneous professional, scientific, and technical services","Total Intermediate",269692
2001,"55","Management of companies and public relations","Total Intermediate",85978
2001,"56","Administrative, support, and other business services","Total Intermediate",177244
2001,"61","Educational services","Total Intermediate",53772
2001,"621","Ambulatory health care services","Total Intermediate",181473
2001,"622HO","Hospitals and nursing and residential care facilities","Total Intermediate",185491
2001,"624","Social assistance","Total Intermediate",37830
2001,"71","All recreation industries","Total Intermediate",63278
2001,"721","Accomodation","Total Intermediate",54619
2001,"722","Food services and drinking places","Total Intermediate",181038
2001,"81","Other services, except government","Total Intermediate",176860
2001,"G","All government","Total Intermediate",687418
2001,"111CA","Farms","Total Value Added",79028
2001,"113FF","Forestry, fishing, and related activities","Total Value Added",21737
2001,"211","Oil and gas extraction","Total Value Added",76100
2001,"212","Mining, except oil and gas","Total Value Added",28052
2001,"23","Construction","Total Value Added",506129
2001,"22","Utilities","Total Value Added",181276
2001,"321","Wood products","Total Value Added",27233
2001,"327","Nonmetallic mineral products","Total Value Added",41286
2001,"331","Primary metals","Total Value Added",40268
2001,"332","Fabricated metal products","Total Value Added",110894
2001,"333","Machinery","Total Value Added",105346
2001,"334","Computer and electronic products","Total Value Added",173483
2001,"335","Electrical equipment, appliances, and components","Total Value Added",44272
2001,"3361MV","Motor vehicles, bodies and trailers, and parts","Total Value Added",124936
2001,"3364OT","Other transportation equipment","Total Value Added",76859
